DateTime,Entries,UniqueIPs
1563925212,97,100
1564011132,97,99
1564096091,96,99
1564185148,50,50
1564269855,95,97
1564358417,48,50
1564443606,96,99
1564528120,98,100
1564617128,49,50
1564702091,93,99
1564787293,87,95
1564876574,49,50
1564961532,98,99
1565046966,98,99
1565135770,50,50
1565220487,98,99
1565305691,97,100
1565394251,49,50
1565479451,96,98
1565564648,95,98
1565653211,49,50
1565737934,97,98
1565826972,50,50
1565912180,95,98
1565997376,96,99
1566085932,50,50
1566171370,99,100
1566257053,97,99
1566343206,97,98
1566428650,97,97
1566514826,99,100
1566604333,50,50
1566689289,96,100
1566775210,96,99
1566864022,49,50
1566949448,98,100
1567034415,100,100
1567121053,50,50
1567207455,50,50
1567292445,95,97
1567382422,50,50
1567467132,99,100
1567552568,98,99
1567638498,98,98
1567727288,50,50
1567813454,97,99
1567899136,98,100
1567984574,97,100
1568070254,98,99
1568159773,46,50
1568244969,94,99
1568330887,95,98
1568418256,49,50
1568504652,93,97
1568590569,99,100
1568677212,50,50
1568762407,99,100
1568851219,50,50
1568936650,96,99
1569022569,95,96
1569108011,98,99
1569193456,96,99
1569280101,49,50
1569366495,91,95
1569452671,96,98
1569541695,45,50
1569627611,89,95
1569713287,95,97
1569798036,96,99
1569887289,48,50
1569972968,90,97
1570058648,92,99
1570144566,96,97
1570233608,45,50
1570319052,87,95
1570404490,98,100
1570489931,95,97
1570576088,95,99
1570665610,50,50
1570751291,96,99
1570835771,91,96
1570921699,94,98
1571011216,49,50
1571096889,95,98
1571182807,94,100
1571268251,94,97
1571353943,97,98
1571442729,49,50
1571528180,93,97
1571613849,95,98
1571699773,94,98
1571786176,47,50
1571874969,49,50
1571960410,95,98
1572046571,95,97
1572132253,98,99
1572218891,49,50
1572306013,50,50
1572391217,95,98
1572480028,50,50
1572566166,95,96
1572651850,95,99
1572737052,95,98
1572824652,46,50
1572910332,94,99
1572995770,92,94
1573084822,49,50
1573169533,89,98
1573255208,82,97
1573341375,97,100
1573430417,49,50
1573515606,97,100
1573601290,92,96
1573686023,93,98
1573775767,48,50
1573860731,97,99
1573946169,92,99
1574031631,93,100
1574121133,49,50
1574206331,97,99
1574291531,93,97
1574380330,49,50
1574466263,93,100
1574551224,91,100
1574640017,48,50
1574726179,91,97
1574811609,95,99
1574897288,100,100
1574982974,93,97
1575068898,87,94
1575158168,50,50
1575244091,89,95
1575329768,86,97
1575415689,92,99
1575501850,96,99
1575587057,93,95
1575675848,49,50
1575762009,95,97
1575847453,93,97
1575932652,89,95
1576019295,48,50
1576108086,48,50
1576193537,90,98
1576278730,91,98
1576364417,93,95
1576453447,48,50
1576539365,96,99
1576624331,95,98
1576713131,50,50
1576798566,99,100
1576884730,96,98
1576969946,95,98
1577058968,50,50
1577143697,99,100
1577228895,98,99
1577318168,50,50
1577402888,95,99
1577488332,94,97
1577577618,48,50
1577663772,92,97
1577748733,97,99
1577833929,96,98
1577857207,49,50
1577919629,94,97
1578008650,46,50
1578094097,89,98
1578179530,93,98
1578268823,47,50
1578353766,91,97
1578439453,96,98
1578524416,96,99
1578613690,50,50
1578699134,95,97
1578784101,95,98
1578870254,95,99
1578960028,50,50
1579045689,95,98
1579131606,97,99
1579217766,92,98
1579303207,94,97
1579388412,97,99
1579476967,50,50
1579562167,95,98
1579650488,50,50
1579735207,97,99
1579821853,49,50
1579908488,50,50
1579997294,50,50
1580082007,97,99
1580166730,99,100
1580255530,50,50
1580340505,98,99
1580428808,50,50
1580513767,94,98
1580598728,91,97
1580687528,50,50
1580772489,96,99
1580861050,50,50
1580946006,94,97
1581030725,94,98
1581119288,49,50
1581203767,92,99
1581292328,48,50
1581377529,92,97
1581462491,84,96
1581551290,49,50
1581636485,94,98
1581725293,49,50
1581810007,96,98
1581895208,99,100
1581983766,50,50
1582068731,98,98
1582153931,86,98
1582242488,49,50
1582327448,98,99
1582416254,49,50
1582500730,96,99
1582585453,95,100
1582674007,49,50
1582758729,95,98
1582847529,50,50
1582932250,93,98
1583021291,50,50
1583106007,97,98
1583190727,97,98
1583279287,50,50
1583364007,100,100
1583452567,48,50
1583537529,94,99
1583622251,97,100
1583710567,50,50
1583795528,99,100
1583883850,50,50
1583968331,98,98
1584056659,50,50
1584141366,92,97
1584229929,48,50
1584314651,93,98
1584400330,95,98
1584488651,49,50
1584573368,92,94
1584661930,50,50
1584746650,97,99
1584835451,42,50
1584919930,89,97
1585004650,95,97
1585092969,48,50
1585177929,95,98
1585266491,49,50
1585350967,96,97
1585439528,50,50
1585524490,99,100
1585613293,48,50
1585698007,93,96
1585782967,94,95
1585871528,49,50
1585956246,98,100
1586045049,48,50
1586130258,95,99
1586215209,89,98
1586303772,49,50
1586388250,94,98
1586476813,50,50
1586561767,97,98
1586646488,100,100
1586734807,49,50
1586819770,96,98
1586908326,49,50
1586993527,97,99
1587082091,50,50
1587166807,95,97
1587251289,88,97
1587339614,46,50
1587426006,93,97
1587511208,97,98
1587600011,49,50
1587683049,96,99
1587771368,47,50
1587856089,91,96
1587944648,48,50
1588029127,98,100
1588117928,49,50
1588202886,95,97
1588291214,48,50
1588376167,96,99
1588460894,95,97
1588549448,47,50
1588634408,93,98
1588723218,49,50
1588808167,95,96
1588893127,95,97
1588981686,50,50
1589066167,92,95
1589154488,49,50
1589238970,91,96
1589327292,48,50
1589412253,92,97
1589501293,48,50
1589586009,87,94
1589671696,97,100
1589757607,98,99
1589846410,48,50
1589931367,94,98
1590016092,92,97
1590103206,49,50
1590192007,49,50
1590276965,90,95
1590361927,92,96
1590450964,50,50
1590535930,98,98
1590620890,97,98
1590709928,50,50
1590795365,99,99
1590880324,97,97
1590969125,50,50
1591054325,98,99
1591142647,50,50
1591227605,96,99
1591312086,96,99
1591400409,49,50
1591485125,97,99
1591573448,50,50
1591658164,96,96
1591746484,50,50
1591831446,97,97
1591916889,91,94
1592005204,50,50
1592090164,95,96
1592179213,49,50
1592264645,95,96
1592349365,94,97
1592437927,50,50
1592522882,95,95
1592607850,99,99
1592696408,49,50
1592781366,96,98
1592869924,50,50
1592954883,94,97
1593040087,89,93
1593128644,50,50
1593213609,95,95
1593301929,49,50
1593386652,94,95
1593475210,50,50
1593560167,94,94
1593645369,96,96
1593733686,50,50
1593818167,95,95
1593906730,49,50
1593991450,96,99
1594080248,50,50
1594165204,97,97
1594250167,96,96
1594338968,49,49
1594423687,97,99
1594512023,50,50
1594596250,97,97
1594684567,50,50
1594770009,96,96
1594855689,94,95
1594940988,95,96
1595029450,49,50
1595113930,96,97
1595202726,50,50
1595287685,97,98
1595376248,50,50
1595461208,96,96
1595546168,96,97
1595634726,50,50
1595719450,97,98
1595804657,97,99
1595893686,50,50
1595978648,95,97
1596066967,50,50
1596151448,95,96
1596240017,50,50
1596325209,98,98
1596410165,93,93
1596498732,50,50
1596583448,97,97
1596672019,50,50
1596756725,96,98
1596841450,95,95
1596930007,50,50
1597014488,100,100
1597103048,49,50
1597187767,96,97
1597276330,50,50
1597361050,98,98
1597449368,47,50
1597534088,97,100
1597621684,49,50
1597706168,94,98
1597794725,50,50
1597879204,95,96
1597965847,50,50
1598054419,50,50
1598139367,94,95
1598224087,94,96
1598313131,47,50
1598397848,94,99
1598484011,95,96
1598572329,47,50
1598656215,93,97
1598743688,48,50
1598832293,48,50
1598917209,87,90
1599002167,90,93
1599091215,50,50
1599175927,97,98
1599260889,98,99
1599349449,50,50
1599434409,95,98
1599522967,50,50
1599607928,96,97
1599696251,50,50
1599780972,98,100
1599865694,92,96
1599954487,49,50
1600039690,92,96
1600128250,46,50
1600213208,93,98
1600297933,95,96
1600386730,48,50
1600471929,91,96
1600556890,88,96
1600645686,50,50
1600730651,98,100
1600819448,49,50
1600903928,87,94
1600989127,82,95
1601077687,44,50
1601165045,46,50
1601309287,44,50
1601336165,77,87
1601420891,80,92
1601507765,46,50
1601596817,42,50
1601682255,80,90
1601766966,79,88
1601855285,47,50
1601940251,86,95
1602028816,45,50
1602113768,82,92
1602198491,81,90
1602287049,48,50
1602371529,86,96
1602460324,45,50
1602545048,80,89
1602633363,48,50
1602717848,83,91
1602806420,46,50
1602891130,79,89
1602975849,78,89
1603064169,43,50
1603148890,82,94
1603237687,46,50
1603322649,81,90
1603411211,48,50
1603496167,88,93
1603580900,90,95
1603669451,44,50
1603753928,84,95
1603842247,46,50
1603926731,82,93
1604015049,48,50
1604099525,93,97
1604187847,48,50
1604272325,86,96
1604360885,47,50
1604445366,84,93
1604533686,46,50
1604618166,85,92
1604706486,47,50
1604790967,87,95
1604879284,45,50
1604963765,89,95
1605050405,49,50
1605138966,48,50
1605223448,96,99
1605312018,47,50
1605396727,91,97
1605481446,93,97
1605570247,49,50
1605654966,98,99
1605743532,50,50
1605828247,96,96
1605916822,50,50
1606001286,99,99
1606089615,50,50
1606174084,96,96
1606262420,49,49
1606347130,97,98
1606435448,47,50
1606519931,92,97
1606608248,45,49
1606692967,92,97
1606777685,96,97
1606866245,47,50
1606950964,95,99
